Names,Meanings,Sentences,Tags,Level,Collocations,Synonyms,Pronunciations,Name
penchant,嗜好、偏愛,"Looking at her wardrobe, it is obvious she has a penchant for bright colors and flowery designs.","感情・思考, 英検",4,,"fondness
inclination",,penchant
"vigil
vigilant
vigilance","徹夜、寝ずの番、通夜
警戒を怠らない
警戒、用心",The school held a vigil for their student who died in an accident.,英検,4,,,,vigil
"sheepish
sheepishly","決まりの悪い
決まり悪そうに、おどおどして",The girl sheepishly admitted to her teacher that she could not understand her homework.,"性格・態度, 英検",4,,,,sheepish
unkempt,身なりがだらしない、髪をとかしていない,"No matter what sh does, her hair looks unkempt.","人・職業, 英検",4,,"messy
shabby",,unkempt
wince,顔をしかめる、たじろぐ,He wined when he nurse pricked his arm with the needle.,"感情・思考, 英検",4,,"flinch
recoil",,wince
"dilapidated
dilapidation","荒れ果てた、ボロボロの
荒廃、破損",Her parents turned a dilapidated shack into a beautiful cottage.,英検,4,,,,dilapidated
"blemish
blemished","しみ、汚れ、傷、欠点、汚点
傷のある、汚点のある",This article lists five all-natural ways to remove facial blemishes.,"便利, 優劣・是非, 医療・健康, 英検",4,,,,blemish
paltry,ごくわずかな、たったの,The company rejected a paltry one percent pay raise.,"程度・確度, 英検",4,,"petty
meager
insignificant",,paltry
"ambivalent
ambivalence","相反する感情（考え）を持つ
心理的葛藤、ためらい",She seems to feel ambivalent about his proposal.,"感情・思考, 英検",4,,,,ambivalent
hermit,世捨て人、隠遁者,The poet lived in the mountains for years as a hermit.,"人・職業, 英検",4,,recluse,,hermit
quench,いやす、和らげる、（火や光を）消す,She quenched her thirst with a bottle of water.,"医療・健康, 英検",4,,"extinguish
douse",,quench
dispel,（恐怖や不安を）払いのける,The manager’s speech was meant to dispel employees’ concerns about the future of the company.,"感情・思考, 英検",4,,,,dispel
"wrath
wrathful","猛烈な怒り、激怒
怒りに満ちた",Public wrath over the scandal soon passed and all was forgotten.,"感情・思考, 英検",4,,"ire
fury",,wrath
"polarize
polarization","二極化させる、二分する
二極化",The bridge project has polarized the local community.,"意見・説明, 数量・論理, 英検",3,,divide,,polarize
"condole
condolence","悔やみを言う
悔やみ、追悼の意",I offer my sincerest condolences to his family and friends.,"感情・思考, 英検",4,,,,condolence
charlatan,ペテン師、大ぼら吹き,Many suspected he was a charlatan.,"人・職業, 英検",4,,fraud,,charlatan
"succinct
succinctly","簡潔な
簡潔に",The secretary gave a succinct summary of the president’s schedule for the day.,英検,4,,concise,,succinct
infraction,違反、侵害,He was suspended from school for infractions of school rules.,"社会・国家, 英検",4,,violation,,infraction
"detract
detraction","（価値や名声を）損なう
（価値や名声を）損なうこと",The large sign detracts from the beautiful view of the mountain.,"優劣・是非, 英検",4,detract from,,,detract
gorge,渓谷、峡谷,The Grand Canyon is probably the most famous gorge in the world.,"地理・気候, 英検",4,,"canyon
ravine",,gorge
"acquit
acquittal","無罪判決を言い渡す
無罪判決",The suspect’s acquittal did not surprise anyone because there was not enough evidence.,"会話・伝達, 社会・国家, 英検",4,,,,acquittal
lurch,よろめく、（乗り物が）急に傾く、揺れる、突然の揺れ,The passengers lurched forward when the driver suddenly stopped the tram.,"位置・方向, 動作, 英検",4,,stumble,,lurch
"adorn
adornment","装飾する、飾る
装飾",The walls are adorned with paintings and photographs.,英検,4,,"decorate
embellish",,adorn
rubble,がれき、破片,A woman has been found alive in the rubble of a collapsed building.,"物, 英検",4,,debris,,rubble
homage,敬意、尊敬,She paid homage to her vocal coach after she won the singing competition.,"感情・思考, 英検",4,pay homage to someone,"deference
reverence",,homage
stint,活動期間、任期、出し惜しみする,He gained more respect for restaurant workers following his brief stint as a server.,"時間・頻度, 英検",4,,"spell
stretch",,stint
"procure
procurement","入手する、獲得する
入手、調達",The market procures all of its produce from local sources.,"ビジネス・経済, 英検",4,,"acquire
attain",,procure
"mortify
mortification","恥をかかせる、屈辱を与える
悔しさ、屈辱",She was mortified when she slipped and fell in front of her date.,"感情・思考, 英検",4,,humiliate,,mortify
fret,くよくよする、気を揉む、苛立ち、焦燥,His mother recommended he stop fretting about the small thing.,"感情・思考, 英検",4,,worry,,fret
"denigrate
denigration","中傷する、評判を汚す
中傷",Her latest essay was accused of denigrating the government.,"社会・国家, 英検",4,,,,denigrate
"consecrate
conrecration","神に捧げる、神聖化する
神聖化",This church was consecrated 100 years ago.,"宗教・哲学, 英検",4,,sanctify,,consecrate
ultimatum <複>ultimata,最後通告,She gave him an ultimatum: quit his job or end their relationship.,"会話・伝達, 便利, 英検",4,,,,ultimatum
fidelity,忠誠、忠実、そっくりなこと、正確さ,Employees owe a duty of fidelity to their company.,"感情・思考, 英検",4,,"loyalty
devotion",,fidelity
"susceptible
susceptibility","影響されやすい、感染しやすい
感染しやすさ","Patients undergoing chemotherapy are more susceptible to infections.
Children are susceptible to peer pressure. 子どもは同調圧力の影響を受けやすい","医療・健康, 性格・態度, 英検",4,,prone,,susceptible
debris,がれき、残骸,Volunteers worked to remove the debris from the beach.,"物, 英検",4,,rubbles,dəˈbriː,debris
"revitalize
revitalization","新しい活力を与える、再活性化する
再活性化",The town council produced a plan to revitalize the downtown area.,英検,4,,"reinvigorate
refresh
replenish",,revitalize
instill,教え込む、染み込ませる,Good teachers instill confidence in their students.,"感情・思考, 英検",4,,,,instill
"disparate
disparity","全く異なる、共通点のない
相違、差異",All of the presidential candidates have disparate views on the current immigration policy.,"数量・論理, 英検",4,,,,disparate
elicit,（返事や反応を）引き出す,The company hopes to elicit useful data from their questionnaire.,英検,4,,,,elicit
shun,避ける、敬遠する,He shuns any products that are not friendly to the environment.,英検,4,,avoid,,shun
"nomad
nomadic","遊牧民
遊牧の、遊牧民族の",Nomadic lifestyles are becoming popular again in the digital age.,"IT・工学, 人・職業, 地理・気候, 英検",4,,,,nomad
"disperse
dispersion","分散する、追い散らす
分散、解放",Police dispersed the demonstrators by force.,英検,4,,"diffuse
scatter",,disperse
havoc,破壊、混乱,Heavy snow caused havoc all over the country.,"感情・思考, 英検",4,,disorder,,havoc
mar,損なう、台無しにする,Their holiday party was marred by a winter storm.,英検,4,,"tarnish
spoil",,mar
inception,発足、開始,Our company has strived to support our employees since its inception.,"ビジネス・経済, 時間・頻度, 英検",4,,beginning,,inception
"resurgent
resurgence","再起する、復活する
再起、復活、再燃",The release of the new book has led to a resurgence in the author’s popularity.,英検,4,,revival,,resurgent
delve,掘り下げる、探求する,His documentary delves into the lives of refugees in Europe.,英検,4,,,,delve
embed,埋め込む、はめ込む、（考えや感情を）刻み込む,The old statue was so firmly embedded in the ground that it took days to dig it out.,"IT・工学, 動作, 感情・思考, 英検",4,,"lodge
insert",,embed
bestow,（栄誉や称号を）与える、授ける,Many awards were bestowed on the scientist during his lifetime.,英検,4,,,,bestow
"stringent
stringency",厳しい、厳しさ,Stringent measures are needed to keep factory workers safe.,英検,4,,"strict
rigorous",,stringent
"dissipate
dissipation","消散する、消える、散らす、追い払う、浪費する
消失、消散",It took a while for the bad feelings between them to dissipate.,英検,4,,,,dissipate
hoax,虚偽の警報、いたずら、人をかつぐ、騙す,The calls to the fire departmemt were actually part of a hoax.,"社会・国家, 英検",4,,,,hoax
astound,びっくり仰天させる,The news astounded us all.,"感情・思考, 英検",4,,"amaze
astonish",,astound
reinstate,復帰させる、復職させる,He was reinstated after being proven innocent.,"ビジネス・経済, 英検",4,,restore,,reinstate
adjunct,付属物、補助、付属の、補助の,The smartphone app is meant to be an adjunct to the book.,英検,4,,"accessory
additional",,adjunct
momentous,極めて重要な,Graduation is a momentous occasion for all students.,"優劣・是非, 英検",4,,,,momentous
